LR,Heads,Embeddings,Block Size,Batch Size,Layers,Step,Training Loss,Validation Loss,Accumulated Time Sec
0.0006,8,512,128,48,6,6400,0.0930,4.1762,1458.2435286045074
0.0006,8,512,128,48,6,6500,0.0934,4.1619,1480.839838027954
0.0006,8,512,128,48,6,6600,0.0924,4.1690,1503.442745923996
0.0006,8,512,128,48,6,6700,0.0926,4.1917,1526.0323247909546
0.0006,8,512,128,48,6,6800,0.0920,4.2046,1548.6181259155273
0.0006,8,512,128,48,6,6900,0.0921,4.1821,1571.2074284553528
0.0006,8,512,128,48,6,7000,0.0920,4.2201,1593.8060147762299
0.0006,8,512,128,48,6,7100,0.0917,4.1533,1616.40323138237
0.0006,8,512,128,48,6,7200,0.0916,4.2992,1638.9853539466858
0.0006,8,512,128,48,6,7300,0.0909,4.2631,1661.5795533657074
0.0006,8,512,128,48,6,7400,0.0907,4.3414,1684.2050569057465
0.0006,8,512,128,48,6,7500,0.0903,4.3484,1706.8305101394653
0.0006,8,512,128,48,6,7600,0.0899,4.3265,1729.4401438236237
0.0006,8,512,128,48,6,7700,0.0904,4.3516,1752.0580155849457
0.0006,8,512,128,48,6,7800,0.0897,4.3403,1774.689810037613
0.0006,8,512,128,48,6,7900,0.0899,4.2941,1797.2983303070068
0.0006,8,512,128,48,6,8000,0.0894,4.3536,1819.91268324852
0.0006,8,512,128,48,6,8100,0.0891,4.3670,1842.5291328430176
0.0006,8,512,128,48,6,8200,0.0898,4.2992,1865.1167373657227
0.0006,8,512,128,48,6,8300,0.0898,4.3890,1887.7197258472443
0.0006,8,512,128,48,6,8400,0.0890,4.4091,1910.3441648483276
0.0006,8,512,128,48,6,8500,0.0892,4.3340,1932.9396142959595
0.0006,8,512,128,48,6,8600,0.0885,4.4896,1955.5412414073944
0.0006,8,512,128,48,6,8700,0.0884,4.4285,1978.1603076457977
0.0006,8,512,128,48,6,8800,0.0889,4.4952,2000.7606344223022
0.0006,8,512,128,48,6,8900,0.0889,4.4361,2023.382875919342
0.0006,8,512,128,48,6,9000,0.0876,4.4434,2046.0052635669708
0.0006,8,512,128,48,6,9100,0.0873,4.5039,2068.5923902988434
0.0006,8,512,128,48,6,9200,0.0881,4.4269,2091.2165203094482
0.0006,8,512,128,48,6,9300,0.0874,4.4593,2113.833253622055
0.0006,8,512,128,48,6,9400,0.0875,4.4780,2136.429430246353
0.0006,8,512,128,48,6,9500,0.0872,4.4627,2159.0117795467377
0.0006,8,512,128,48,6,9600,0.0868,4.5424,2181.6210644245148
0.0006,8,512,128,48,6,9700,0.0871,4.5198,2204.255986213684
0.0006,8,512,128,48,6,9800,0.0868,4.4524,2226.8594999313354
0.0006,8,512,128,48,6,9900,0.0868,4.4448,2249.4556064605713
